COUNTY STATE 1990TP 1990NHP 1990HP 1990HSP 2000TP 2000NHP 2000HP 2000HSP 2010TP 2010NHP 2010HP 2010HSP 2011TP 2011NHP 2011HP 2011HSP
MillerCounty Georgia 6280 6260 20 0,32 6383 6339 44 0,69 6125 6032 93 1,52 6141 6031 110 1,79
MitchellCounty Georgia 20275 20015 260 1,28 23932 23441 491 2,05 23498 22470 1028 4,37 23462 22393 1069 4,56
MonroeCounty Georgia 17113 17017 96 0,56 21757 21476 281 1,29 26424 25889 535 2,02 26625 26034 591 2,22
MontgomeryCounty Georgia 7163 7021 142 1,98 8270 7999 271 3,28 9123 8643 480 5,26 9065 8548 517 5,70
MorganCounty Georgia 12883 12766 117 0,91 15457 15209 248 1,60 17868 17374 494 2,76 17961 17456 505 2,81
MurrayCounty Georgia 26147 26011 136 0,52 36506 34500 2006 5,49 39628 34474 5154 13,01 39557 34162 5395 13,64
MuscogeeCounty Georgia 179278 173984 5294 2,95 186291 177919 8372 4,49 189885 177775 12110 6,38 194107 181171 12936 6,66
NewtonCounty Georgia 41808 41418 390 0,93 62001 60844 1157 1,87 99958 95323 4635 4,64 100814 95998 4816 4,78
OconeeCounty Georgia 17618 17440 178 1,01 26225 25392 833 3,18 32808 31372 1436 4,38 33366 31852 1514 4,54
OglethorpeCounty Georgia 9763 9697 66 0,68 12635 12461 174 1,38 14899 14353 546 3,66 14686 14103 583 3,97
PauldingCounty Georgia 41611 41342 269 0,65 81678 80280 1398 1,71 142324 135060 7264 5,10 143542 135958 7584 5,28
PeachCounty Georgia 21189 20811 378 1,78 23668 22670 998 4,22 27695 25805 1890 6,82 27823 25861 1962 7,05
PickensCounty Georgia 14432 14386 46 0,32 22983 22516 467 2,03 29431 28612 819 2,78 29415 28564 851 2,89
PierceCounty Georgia 13328 13224 104 0,78 15636 15279 357 2,28 18758 17871 887 4,73 18770 17831 939 5,00
PikeCounty Georgia 10224 10170 54 0,53 13688 13521 167 1,22 17869 17676 193 1,08 17751 17534 217 1,22
PolkCounty Georgia 33815 33332 483 1,43 38127 35206 2921 7,66 41475 36590 4885 11,78 41211 36148 5063 12,29
PulaskiCounty Georgia 8108 8025 83 1,02 9588 9318 270 2,82 12010 11545 465 3,87 11735 11285 450 3,83
PutnamCounty Georgia 14137 14040 97 0,69 18812 18405 407 2,16 21218 19871 1347 6,35 21345 19935 1410 6,61
QuitmanCounty Georgia 2209 2208 1 0,05 2598 2585 13 0,50 2513 2479 34 1,35 2464 2424 40 1,62
RabunCounty Georgia 11648 11581 67 0,58 15050 14367 683 4,54 16276 14975 1301 7,99 16274 14903 1371 8,42
RandolphCounty Georgia 8023 7984 39 0,49 7791 7699 92 1,18 7719 7600 119 1,54 7558 7430 128 1,69
RichmondCounty Georgia 189719 186012 3707 1,95 199775 194230 5545 2,78 200549 192342 8207 4,09 201217 192521 8696 4,32
RockdaleCounty Georgia 54091 53497 594 1,10 70111 65929 4182 5,96 85215 77152 8063 9,46 85765 77243 8522 9,94
SchleyCounty Georgia 3588 3533 55 1,53 3766 3677 89 2,36 5010 4849 161 3,21 5020 4830 190 3,78
ScrevenCounty Georgia 13842 13791 51 0,37 15374 15227 147 0,96 14593 14413 180 1,23 14367 14162 205 1,43
SeminoleCounty Georgia 9010 8480 530 5,88 9369 9022 347 3,70 8729 8525 204 2,34 8791 8539 252 2,87
SpaldingCounty Georgia 54457 54141 316 0,58 58417 57470 947 1,62 64073 61622 2451 3,83 64033 61494 2539 3,97
StephensCounty Georgia 23257 23113 144 0,62 25435 25185 250 0,98 26175 25542 633 2,42 25960 25286 674 2,60
StewartCounty Georgia 5654 5628 26 0,46 5252 5173 79 1,50 6058 4604 1454 24,00 5910 4445 1465 24,79
SumterCounty Georgia 30228 30039 189 0,63 33200 32309 891 2,68 32819 31102 1717 5,23 32511 30666 1845 5,68
TalbotCounty Georgia 6524 6473 51 0,78 6498 6416 82 1,26 6865 6774 91 1,33 6751 6643 108 1,60
TaliaferroCounty Georgia 1915 1894 21 1,10 2077 2058 19 0,91 1717 1682 35 2,04 1703 1660 43 2,52
TattnallCounty Georgia 17722 17175 547 3,09 22305 20422 1883 8,44 25520 23018 2502 9,80 25688 23041 2647 10,30
TaylorCounty Georgia 7642 7584 58 0,76 8815 8652 163 1,85 8906 8742 164 1,84 8499 8329 170 2,00
TelfairCounty Georgia 11000 10959 41 0,37 11794 11579 215 1,82 16500 14474 2026 12,28 16057 14016 2041 12,71
TerrellCounty Georgia 10653 10613 40 0,38 10970 10834 136 1,24 9315 9158 157 1,69 9319 9125 194 2,08
ThomasCounty Georgia 38986 38697 289 0,74 42737 42003 734 1,72 44720 43445 1275 2,85 44702 43319 1383 3,09
TiftCounty Georgia 34998 33765 1233 3,52 38407 35463 2944 7,67 40118 36081 4037 10,06 41461 37209 4252 10,26
ToombsCounty Georgia 24072 23248 824 3,42 26067 23757 2310 8,86 27223 24168 3055 11,22 27434 24343 3091 11,27
TownsCounty Georgia 6754 6736 18 0,27 9319 9252 67 0,72 10471 10265 206 1,97 10611 10388 223 2,10
TreutlenCounty Georgia 5994 5978 16 0,27 6854 6775 79 1,15 6885 6782 103 1,50 6825 6690 135 1,98
TroupCounty Georgia 55536 55247 289 0,52 58779 57775 1004 1,71 67044 64874 2170 3,24 67764 65402 2362 3,49
TurnerCounty Georgia 8703 8668 35 0,40 9504 9260 244 2,57 8930 8648 282 3,16 8875 8531 344 3,88
TwiggsCounty Georgia 9806 9760 46 0,47 10590 10478 112 1,06 9023 8899 124 1,37 8779 8651 128 1,46
UnionCounty Georgia 11993 11944 49 0,41 17289 17136 153 0,88 21356 20837 519 2,43 21134 20591 543 2,57
UpsonCounty Georgia 26300 26202 98 0,37 27597 27270 327 1,18 27153 26565 588 2,17 26977 26338 639 2,37
WalkerCounty Georgia 58340 58126 214 0,37 61053 60488 565 0,93 68756 67643 1113 1,62 68848 67663 1185 1,72
WaltonCounty Georgia 38586 38248 338 0,88 60687 59524 1163 1,92 83768 81085 2683 3,20 84580 81492 3088 3,65
WareCounty Georgia 35471 35281 190 0,54 35483 34795 688 1,94 36312 35105 1207 3,32 36474 35208 1266 3,47
WarrenCounty Georgia 6078 6076 2 0,03 6336 6285 51 0,80 5834 5780 54 0,93 5721 5662 59 1,03
WashingtonCounty Georgia 19112 19047 65 0,34 21176 21042 134 0,63 21187 20780 407 1,92 21111 20665 446 2,11
WayneCounty Georgia 22356 22179 177 0,79 26565 25552 1013 3,81 30099 28380 1719 5,71 30327 28502 1825 6,02
WebsterCounty Georgia 2263 2262 1 0,04 2390 2324 66 2,76 2799 2701 98 3,50 2791 2683 108 3,87
WheelerCounty Georgia 4903 4802 101 2,06 6179 5960 219 3,54 7421 7065 356 4,80 7939 7552 387 4,87
WhiteCounty Georgia 13006 12908 98 0,75 19944 19633 311 1,56 27144 26497 647 2,38 27273 26607 666 2,44
WhitfieldCounty Georgia 72462 70141 2321 3,20 83525 65106 18419 22,05 102599 70128 32471 31,65 103184 69847 33337 32,31
WilcoxCounty Georgia 7008 6978 30 0,43 8577 8438 139 1,62 9255 8917 338 3,65 9298 8947 351 3,78
WilkesCounty Georgia 10597 10553 44 0,42 10687 10475 212 1,98 10593 10232 361 3,41 10211 9848 363 3,55
WilkinsonCounty Georgia 10228 10198 30 0,29 10220 10119 101 0,99 9563 9349 214 2,24 9444 9229 215 2,28
WorthCounty Georgia 19745 19523 222 1,12 21967 21727 240 1,09 21679 21344 335 1,55 21921 21507 414 1,89
HawaiiCounty Hawaii 120317 109183 11134 9,25 148677 134566 14111 9,49 185079 163696 21383 11,55 186738 164747 21991 11,78
HonoluluCounty Hawaii 836231 779347 56884 6,80 876156 817427 58729 6,70 953207 875774 77433 8,12 963607 882037 81570 8,47
KalawaoCounty Hawaii 130 119 11 8,46 147 141 6 4,08 90 89 1 1,11 90 89 1 1,11
KauaiCounty Hawaii 51177 45597 5580 10,90 58463 53660 4803 8,22 67091 60776 6315 9,41 67701 61144 6557 9,69
MauiCounty Hawaii 100374 92593 7781 7,75 128094 118044 10050 7,85 154834 139124 15710 10,15 156674 140375 16299 10,40
AdaCounty Idaho 205775 200219 5556 2,70 300904 287437 13467 4,48 392365 364460 27905 7,11 400842 371428 29414 7,34
AdamsCounty Idaho 3254 3216 38 1,17 3476 3422 54 1,55 3976 3882 94 2,36 3977 3866 111 2,79
BannockCounty Idaho 66026 63286 2740 4,15 75565 72025 3540 4,68 82839 77252 5587 6,74 83691 77804 5887 7,03
BearLakeCounty Idaho 6084 5948 136 2,24 6411 6257 154 2,40 5986 5770 216 3,61 6001 5757 244 4,07
BenewahCounty Idaho 7937 7813 124 1,56 9171 9029 142 1,55 9285 9050 235 2,53 9209 8937 272 2,95
BinghamCounty Idaho 37583 33969 3614 9,62 41735 36185 5550 13,30 45607 37743 7864 17,24 45952 37872 8080 17,58
BlaineCounty Idaho 13552 13155 397 2,93 18991 16961 2030 10,69 21376 17104 4272 19,99 21199 16819 4380 20,66
BoiseCounty Idaho 3509 3425 84 2,39 6670 6442 228 3,42 7028 6779 249 3,54 7025 6770 255 3,63
BonnerCounty Idaho 26622 26270 352 1,32 36835 36231 604 1,64 40877 39966 911 2,23 40808 39832 976 2,39
BonnevilleCounty Idaho 72207 69197 3010 4,17 82522 76819 5703 6,91 104234 92322 11912 11,43 105772 93317 12455 11,78
BoundaryCounty Idaho 8332 8022 310 3,72 9871 9536 335 3,39 10972 10570 402 3,66 10804 10395 409 3,79
ButteCounty Idaho 2918 2817 101 3,46 2899 2779 120 4,14 2891 2772 119 4,12 2822 2704 118 4,18
CamasCounty Idaho 727 723 4 0,55 991 936 55 5,55 1117 1042 75 6,71 1124 1036 88 7,83
CanyonCounty Idaho 90076 78238 11838 13,14 131441 106986 24455 18,61 188923 143854 45069 23,86 191694 145475 46219 24,11
CaribouCounty Idaho 6963 6771 192 2,76 7304 7015 289 3,96 6963 6627 336 4,83 6850 6515 335 4,89
CassiaCounty Idaho 19532 16909 2623 13,43 21416 17403 4013 18,74 22952 17228 5724 24,94 23186 17342 5844 25,20
ClarkCounty Idaho 762 683 79 10,37 1022 672 350 34,25 982 584 398 40,53 949 558 391 41,20
ClearwaterCounty Idaho 8505 8393 112 1,32 8930 8765 165 1,85 8761 8493 268 3,06 8702 8418 284 3,26
CusterCounty Idaho 4133 4043 90 2,18 4342 4159 183 4,21 4368 4192 176 4,03 4333 4146 187 4,32
ElmoreCounty Idaho 21205 19608 1597 7,53 29130 25638 3492 11,99 27038 22920 4118 15,23 26346 22217 4129 15,67
FranklinCounty Idaho 9232 8995 237 2,57 11329 10738 591 5,22 12786 11948 838 6,55 12850 11960 890 6,93
FremontCounty Idaho 10937 10175 762 6,97 11819 10564 1255 10,62 13242 11548 1694 12,79 13128 11469 1659 12,64
GemCounty Idaho 11844 11229 615 5,19 15181 14131 1050 6,92 16719 15383 1336 7,99 16665 15291 1374 8,24
GoodingCounty Idaho 11633 10612 1021 8,78 14155 11741 2414 17,05 15464 11120 4344 28,09 15475 11125 4350 28,11
IdahoCounty Idaho 13783 13659 124 0,90 15511 15268 243 1,57 16267 15846 421 2,59 16446 15994 452 2,75
JeffersonCounty Idaho 16543 15388 1155 6,98 19155 17248 1907 9,96 26140 23499 2641 10,10 26301 23570 2731 10,38
JeromeCounty Idaho 15138 14120 1018 6,72 18342 15192 3150 17,17 22374 15445 6929 30,97 22682 15415 7267 32,04
KootenaiCounty Idaho 69795 68743 1052 1,51 108685 106157 2528 2,33 138494 133226 5268 3,80 141132 135455 5677 4,02
LatahCounty Idaho 30617 30168 449 1,47 34935 34195 740 2,12 37244 35918 1326 3,56 37704 36265 1439 3,82
LemhiCounty Idaho 6899 6759 140 2,03 7806 7636 170 2,18 7936 7755 181 2,28 7967 7767 200 2,51
LewisCounty Idaho 3516 3474 42 1,19 3747 3676 71 1,89 3821 3693 128 3,35 3822 3690 132 3,45
LincolnCounty Idaho 3308 3113 195 5,89 4044 3502 542 13,40 5208 3732 1476 28,34 5186 3697 1489 28,71
MadisonCounty Idaho 23674 22921 753 3,18 27467 26389 1078 3,92 37536 35318 2218 5,91 37864 35544 2320 6,13
MinidokaCounty Idaho 19361 15626 3735 19,29 20174 15037 5137 25,46 20069 13576 6493 32,35 20155 13608 6547 32,48
NezPerceCounty Idaho 33754 33335 419 1,24 37410 36689 721 1,93 39265 38156 1109 2,82 39543 38310 1233 3,12
OneidaCounty Idaho 3492 3436 56 1,60 4125 4030 95 2,30 4286 4160 126 2,94 4215 4078 137 3,25
OwyheeCounty Idaho 8392 6984 1408 16,78 10644 8185 2459 23,10 11526 8547 2979 25,85 11438 8478 2960 25,88
PayetteCounty Idaho 16434 15234 1200 7,30 20578 18125 2453 11,92 22623 19260 3363 14,87 22624 19191 3433 15,17
PowerCounty Idaho 7086 6149 937 13,22 7538 5900 1638 21,73 7817 5489 2328 29,78 7766 5389 2377 30,61
ShoshoneCounty Idaho 13931 13684 247 1,77 13771 13505 266 1,93 12765 12385 380 2,98 12672 12241 431 3,40
TetonCounty Idaho 3439 3202 237 6,89 5999 5294 705 11,75 10170 8449 1721 16,92 10166 8421 1745 17,17
TwinFallsCounty Idaho 53580 50474 3106 5,80 64284 58258 6026 9,37 77230 66660 10570 13,69 78005 67002 11003 14,11
ValleyCounty Idaho 6109 6002 107 1,75 7651 7501 150 1,96 9862 9476 386 3,91 9638 9214 424 4,40
WashingtonCounty Idaho 8550 7635 915 10,70 9977 8605 1372 13,75 10198 8482 1716 16,83 10255 8523 1732 16,89
AdamsCounty Illinois 66090 65825 265 0,40 68277 67710 567 0,83 67103 66327 776 1,16 67159 66290 869 1,29
AlexanderCounty Illinois 10626 10572 54 0,51 9590 9452 138 1,44 8238 8083 155 1,88 8036 7878 158 1,97
BondCounty Illinois 14991 14911 80 0,53 17633 17380 253 1,43 17768 17221 547 3,08 17727 17158 569 3,21
BooneCounty Illinois 30806 28741 2065 6,70 41786 36567 5219 12,49 54165 43198 10967 20,25 54367 43356 11011 20,25
BrownCounty Illinois 5836 5732 104 1,78 6950 6677 273 3,93 6937 6535 402 5,80 6878 6470 408 5,93
BureauCounty Illinois 35688 34685 1003 2,81 35503 33771 1732 4,88 34978 32283 2695 7,70 34606 31859 2747 7,94
CalhounCounty Illinois 5322 5310 12 0,23 5084 5052 32 0,63 5089 5049 40 0,79 5048 4993 55 1,09
CarrollCounty Illinois 16805 16509 296 1,76 16674 16334 340 2,04 15387 14950 437 2,84 15163 14699 464 3,06
CassCounty Illinois 13437 13381 56 0,42 13695 12533 1162 8,48 13642 11351 2291 16,79 13579 11228 2351 17,31
ChampaignCounty Illinois 173025 169540 3485 2,01 179669 174466 5203 2,90 201081 190474 10607 5,27 201685 190664 11021 5,46
ChristianCounty Illinois 34418 34315 103 0,30 35372 35027 345 0,98 34800 34329 471 1,35 34865 34352 513 1,47
ClarkCounty Illinois 15921 15879 42 0,26 17008 16954 54 0,32 16335 16163 172 1,05 16161 15957 204 1,26
ClayCounty Illinois 14460 14403 57 0,39 14560 14472 88 0,60 13815 13664 151 1,09 13728 13550 178 1,30
ClintonCounty Illinois 33944 33608 336 0,99 35535 34965 570 1,60 37762 36704 1058 2,80 37956 36855 1101 2,90
ColesCounty Illinois 51644 51239 405 0,78 53196 52459 737 1,39 53873 52718 1155 2,14 53916 52685 1231 2,28
CookCounty Illinois 5105067 4410873 694194 13,60 5376741 4305001 1071740 19,93 5194675 3949913 1244762 23,96 5217080 3943449 1273631 24,41
CrawfordCounty Illinois 19464 19384 80 0,41 20452 20101 351 1,72 19817 19455 362 1,83 19857 19434 423 2,13
CumberlandCounty Illinois 10670 10631 39 0,37 11253 11185 68 0,60 11048 10973 75 0,68 11096 10998 98 0,88
DeKalbCounty Illinois 77932 75603 2329 2,99 88969 83139 5830 6,55 105160 94513 10647 10,12 104743 93773 10970 10,47
DeWittCounty Illinois 16516 16436 80 0,48 16798 16585 213 1,27 16561 16207 354 2,14 16578 16206 372 2,24
DouglasCounty Illinois 19464 19172 292 1,50 19922 19232 690 3,46 19980 18770 1210 6,06 19836 18558 1278 6,44
DuPageCounty Illinois 781666 747099 34567 4,42 904161 822795 81366 9,00 916924 795418 121506 13,25 923222 797408 125814 13,63
EdgarCounty Illinois 19595 19543 52 0,27 19704 19550 154 0,78 18576 18389 187 1,01 18393 18178 215 1,17
EdwardsCounty Illinois 7440 7410 30 0,40 6971 6939 32 0,46 6721 6662 59 0,88 6618 6555 63 0,95
EffinghamCounty Illinois 31704 31583 121 0,38 34264 34012 252 0,74 34242 33645 597 1,74 34280 33639 641 1,87
FayetteCounty Illinois 20893 20739 154 0,74 21802 21628 174 0,80 22140 21836 304 1,37 22133 21794 339 1,53
FordCounty Illinois 14275 14194 81 0,57 14241 14065 176 1,24 14081 13787 294 2,09 13976 13635 341 2,44
FranklinCounty Illinois 40319 40209 110 0,27 39018 38769 249 0,64 39561 39086 475 1,20 39627 39067 560 1,41
FultonCounty Illinois 38080 37836 244 0,64 38250 37772 478 1,25 37069 36173 896 2,42 36962 36021 941 2,55
GallatinCounty Illinois 6909 6893 16 0,23 6445 6389 56 0,87 5589 5523 66 1,18 5528 5457 71 1,28
GreeneCounty Illinois 15317 15273 44 0,29 14761 14684 77 0,52 13886 13771 115 0,83 13798 13668 130 0,94
GrundyCounty Illinois 32337 31589 748 2,31 37535 35983 1552 4,13 50063 45967 4096 8,18 50130 45906 4224 8,43
HamiltonCounty Illinois 8499 8470 29 0,34 8621 8566 55 0,64 8457 8352 105 1,24 8425 8303 122 1,45
HancockCounty Illinois 21373 21315 58 0,27 20121 20016 105 0,52 19104 18919 185 0,97 19031 18821 210 1,10
HardinCounty Illinois 5189 5159 30 0,58 4800 4749 51 1,06 4320 4264 56 1,30 4281 4219 62 1,45
HendersonCounty Illinois 8096 8040 56 0,69 8213 8141 72 0,88 7331 7252 79 1,08 7196 7112 84 1,17
HenryCounty Illinois 51159 50362 797 1,56 51020 49553 1467 2,88 50486 48084 2402 4,76 50328 47857 2471 4,91
IroquoisCounty Illinois 30787 30127 660 2,14 31334 30117 1217 3,88 29718 28134 1584 5,33 29475 27795 1680 5,70
JacksonCounty Illinois 61067 59985 1082 1,77 59612 58169 1443 2,42 60218 57815 2403 3,99 60365 57797 2568 4,25
JasperCounty Illinois 10609 10577 32 0,30 10117 10069 48 0,47 9698 9619 79 0,81 9717 9627 90 0,93
JeffersonCounty Illinois 37020 36863 157 0,42 40045 39514 531 1,33 38827 38028 799 2,06 38713 37861 852 2,20
JerseyCounty Illinois 20539 20436 103 0,50 21668 21506 162 0,75 22985 22763 222 0,97 22916 22672 244 1,06
JoDaviessCounty Illinois 21821 21727 94 0,43 22289 21947 342 1,53 22678 22069 609 2,69 22712 22078 634 2,79
JohnsonCounty Illinois 11347 11158 189 1,67 12878 12510 368 2,86 12582 12206 376 2,99 12654 12256 398 3,15
KaneCounty Illinois 317471 273936 43535 13,71 404119 308195 95924 23,74 515269 356879 158390 30,74 520271 358418 161853 31,11
KankakeeCounty Illinois 96255 94309 1946 2,02 103833 98874 4959 4,78 113449 103282 10167 8,96 113698 103239 10459 9,20
KendallCounty Illinois 39413 37608 1805 4,58 54544 50458 4086 7,49 114736 96838 17898 15,60 116631 98143 18488 15,85
KnoxCounty Illinois 56393 54977 1416 2,51 55836 53940 1896 3,40 52919 50361 2558 4,83 52917 50304 2613 4,94
LakeCounty Illinois 516418 477848 38570 7,47 644356 551640 92716 14,39 703462 563475 139987 19,90 706222 563026 143196 20,28
LaSalleCounty Illinois 106913 103664 3249 3,04 111509 105718 5791 5,19 113924 104789 9135 8,02 113518 104099 9419 8,30
LawrenceCounty Illinois 15972 15916 56 0,35 15452 15315 137 0,89 16833 16280 553 3,29 16745 16157 588 3,51
LeeCounty Illinois 34392 33665 727 2,11 36062 34915 1147 3,18 36031 34229 1802 5,00 35467 33647 1820 5,13
LivingstonCounty Illinois 39301 38475 826 2,10 39678 38622 1056 2,66 38950 37418 1532 3,93 38885 37300 1585 4,08
LoganCounty Illinois 30798 30450 348 1,13 31183 30680 503 1,61 30305 29412 893 2,95 30140 29220 920 3,05
McDonoughCounty Illinois 35244 34886 358 1,02 32913 32425 488 1,48 32612 31745 867 2,66 32582 31656 926 2,84
McHenryCounty Illinois 183241 177175 6066 3,31 260077 240475 19602 7,54 308760 273511 35249 11,42 308944 272679 36265 11,74
McLeanCounty Illinois 129180 127509 1671 1,29 150433 146600 3833 2,55 169572 162138 7434 4,38 170556 162680 7876 4,62
MaconCounty Illinois 117206 116666 540 0,46 114706 113586 1120 0,98 110768 108696 2072 1,87 110730 108519 2211 2,00
MacoupinCounty Illinois 47679 47495 184 0,39 49019 48714 305 0,62 47765 47347 418 0,88 47687 47191 496 1,04
MadisonCounty Illinois 249238 246525 2713 1,09 258941 255016 3925 1,52 269282 261969 7313 2,72 268459 260736 7723 2,88
MarionCounty Illinois 41561 41329 232 0,56 41691 41313 378 0,91 39437 38895 542 1,37 39335 38732 603 1,53
MarshallCounty Illinois 12846 12767 79 0,61 13180 13042 138 1,05 12640 12326 314 2,48 12533 12193 340 2,71
MasonCounty Illinois 16269 16211 58 0,36 16038 15958 80 0,50 14666 14549 117 0,80 14485 14344 141 0,97
MassacCounty Illinois 14752 14708 44 0,30 15161 15038 123 0,81 15429 15139 290 1,88 15442 15129 313 2,03
MenardCounty Illinois 11164 11127 37 0,33 12486 12392 94 0,75 12705 12584 121 0,95 12703 12564 139 1,09
MercerCounty Illinois 17290 17181 109 0,63 16957 16741 216 1,27 16434 16127 307 1,87 16363 16048 315 1,93
MonroeCounty Illinois 22422 22256 166 0,74 27619 27416 203 0,74 32957 32507 450 1,37 33306 32825 481 1,44
MontgomeryCounty Illinois 30728 30493 235 0,76 30652 30326 326 1,06 30104 29645 459 1,52 29848 29377 471 1,58
MorganCounty Illinois 36397 36111 286 0,79 36616 36120 496 1,35 35547 34835 712 2,00 35543 34754 789 2,22
MoultrieCounty Illinois 13930 13892 38 0,27 14287 14219 68 0,48 14846 14717 129 0,87 14824 14674 150 1,01
OgleCounty Illinois 45957 44578 1379 3,00 51032 47966 3066 6,01 53497 48756 4741 8,86 53115 48302 4813 9,06
PeoriaCounty Illinois 182827 180231 2596 1,42 183433 179606 3827 2,09 186494 179392 7102 3,81 186834 179349 7485 4,01
PerryCounty Illinois 21412 21292 120 0,56 23094 22688 406 1,76 22350 21751 599 2,68 22264 21637 627 2,82
PiattCounty Illinois 15548 15513 35 0,23 16365 16264 101 0,62 16729 16562 167 1,00 16675 16481 194 1,16
PikeCounty Illinois 17577 17508 69 0,39 17384 17297 87 0,50 16430 16258 172 1,05 16398 16216 182 1,11
PopeCounty Illinois 4373 4316 57 1,30 4413 4373 40 0,91 4470 4406 64 1,43 4370 4306 64 1,46
PulaskiCounty Illinois 7523 7494 29 0,39 7348 7241 107 1,46 6161 6064 97 1,57 6046 5943 103 1,70
PutnamCounty Illinois 5730 5592 138 2,41 6086 5915 171 2,81 6006 5754 252 4,20 5968 5709 259 4,34
RandolphCounty Illinois 34583 34238 345 1,00 33893 33372 521 1,54 33476 32609 867 2,59 33361 32466 895 2,68
RichlandCounty Illinois 16545 16471 74 0,45 16149 16025 124 0,77 16233 16028 205 1,26 16230 16003 227 1,40
RockIslandCounty Illinois 148723 140639 8084 5,44 149374 136583 12791 8,56 147546 130428 17118 11,60 147556 130025 17531 11,88
"St ClairCounty" Illinois 262852 258991 3861 1,47 256082 250478 5604 2,19 270056 261271 8785 3,25 270259 260956 9303 3,44
SalineCounty Illinois 26551 26416 135 0,51 26733 26475 258 0,97 24913 24573 340 1,36 24981 24592 389 1,56
SangamonCounty Illinois 178386 177112 1274 0,71 188951 186951 2000 1,06 197465 193985 3480 1,76 198844 195045 3799 1,91
SchuylerCounty Illinois 7498 7491 7 0,09 7189 7150 39 0,54 7544 7454 90 1,19 7479 7361 118 1,58
ScottCounty Illinois 5644 5629 15 0,27 5537 5527 10 0,18 5355 5312 43 0,80 5271 5223 48 0,91
ShelbyCounty Illinois 22261 22216 45 0,20 22893 22783 110 0,48 22363 22183 180 0,80 22212 21985 227 1,02
StarkCounty Illinois 6534 6504 30 0,46 6332 6278 54 0,85 5994 5935 59 0,98 5667 5601 66 1,16
StephensonCounty Illinois 48052 47769 283 0,59 48979 48232 747 1,53 47711 46305 1406 2,95 47563 46099 1464 3,08
TazewellCounty Illinois 123692 122867 825 0,67 128485 127154 1331 1,04 135394 132880 2514 1,86 135661 132922 2739 2,02
UnionCounty Illinois 17619 17437 182 1,03 18293 17812 481 2,63 17808 16945 863 4,85 17708 16809 899 5,08
VermilionCounty Illinois 88257 86852 1405 1,59 83919 81415 2504 2,98 81625 78184 3441 4,22 81509 77937 3572 4,38
WabashCounty Illinois 13111 13038 73 0,56 12937 12842 95 0,73 11947 11789 158 1,32 11834 11666 168 1,42
WarrenCounty Illinois 19181 18974 207 1,08 18735 18228 507 2,71 17707 16217 1490 8,41 17818 16241 1577 8,85
WashingtonCounty Illinois 14965 14917 48 0,32 15148 15040 108 0,71 14716 14519 197 1,34 14533 14316 217 1,49
WayneCounty Illinois 17241 17169 72 0,42 17151 17048 103 0,60 16760 16584 176 1,05 16651 16466 185 1,11
WhiteCounty Illinois 16522 16464 58 0,35 15371 15268 103 0,67 14665 14507 158 1,08 14663 14479 184 1,25
WhitesideCounty Illinois 60186 55724 4462 7,41 60653 55306 5347 8,82 58498 52043 6455 11,03 58388 51823 6565 11,24
WillCounty Illinois 357313 337340 19973 5,59 502266 458498 43768 8,71 677560 571743 105817 15,62 681545 573337 108208 15,88
WilliamsonCounty Illinois 57733 57285 448 0,78 61296 60533 763 1,24 66357 65056 1301 1,96 66622 65266 1356 2,04
WinnebagoCounty Illinois 252913 245142 7771 3,07 278418 259212 19206 6,90 295266 263089 32177 10,90 293993 260932 33061 11,25
WoodfordCounty Illinois 32653 32432 221 0,68 35469 35228 241 0,68 38664 38137 527 1,36 38861 38275 586 1,51
AdamsCounty Indiana 31095 30285 810 2,60 33625 32507 1118 3,32 34387 32975 1412 4,11 34370 32966 1404 4,08
AllenCounty Indiana 300836 295015 5821 1,93 331849 317972 13877 4,18 355329 332236 23093 6,50 358327 334403 23924 6,68
BartholomewCounty Indiana 63657 63222 435 0,68 71435 69837 1598 2,24 76794 72032 4762 6,20 77870 72929 4941 6,35
BentonCounty Indiana 9441 9333 108 1,14 9421 9176 245 2,60 8854 8423 431 4,87 8853 8417 436 4,92
BlackfordCounty Indiana 14067 13977 90 0,64 14048 13965 83 0,59 12766 12649 117 0,92 12594 12456 138 1,10
BooneCounty Indiana 38147 37897 250 0,66 46107 45573 534 1,16 56640 55370 1270 2,24 57481 56084 1397 2,43
BrownCounty Indiana 14080 13986 94 0,67 14957 14826 131 0,88 15242 15064 178 1,17 15099 14908 191 1,26
CarrollCounty Indiana 18809 18688 121 0,64 20165 19574 591 2,93 20155 19444 711 3,53 20031 19270 761 3,80
CassCounty Indiana 38413 38183 230 0,60 40930 38025 2905 7,10 38966 34069 4897 12,57 38828 33716 5112 13,17
ClarkCounty Indiana 87777 87217 560 0,64 96472 94673 1799 1,86 110232 104882 5350 4,85 111570 106076 5494 4,92
ClayCounty Indiana 24705 24639 66 0,27 26556 26401 155 0,58 26890 26583 307 1,14 26894 26558 336 1,25
ClintonCounty Indiana 30974 30521 453 1,46 33866 31388 2478 7,32 33224 28829 4395 13,23 33104 28518 4586 13,85
CrawfordCounty Indiana 9914 9898 16 0,16 10743 10643 100 0,93 10713 10587 126 1,18 10658 10514 144 1,35
DaviessCounty Indiana 27533 27447 86 0,31 29820 29200 620 2,08 31648 30334 1314 4,15 31978 30613 1365 4,27
DearbornCounty Indiana 38835 38710 125 0,32 46109 45843 266 0,58 50047 49545 502 1,00 50113 49605 508 1,01
