COUNTY;STATE;TP;TPNH;TPH;PPH;AP
Uvalde;Texas;23340;9236;14104;60,43;1990
Val Verde;Texas;38721;11422;27299;70,50;1990
Van Zandt;Texas;37944;36429;1515;3,99;1990
Victoria;Texas;74361;48989;25372;34,12;1990
Walker;Texas;50917;45424;5493;10,79;1990
Waller;Texas;23390;20798;2592;11,08;1990
Ward;Texas;13115;8285;4830;36,83;1990
Washington;Texas;26154;24996;1158;4,43;1990
Webb;Texas;133239;8170;125069;93,87;1990
Wharton;Texas;39955;29852;10103;25,29;1990
Wheeler;Texas;5879;5501;378;6,43;1990
Wichita;Texas;122378;111823;10555;8,63;1990
Wilbarger;Texas;15121;12936;2185;14,45;1990
Willacy;Texas;17705;2768;14937;84,37;1990
Williamson;Texas;139551;119547;20004;14,34;1990
Wilson;Texas;22650;14596;8054;35,56;1990
Winkler;Texas;8626;5454;3172;36,77;1990
Wise;Texas;34679;32016;2663;7,68;1990
Wood;Texas;29380;28592;788;2,68;1990
Yoakum;Texas;8786;5569;3217;36,62;1990
Young;Texas;18126;16962;1164;6,42;1990
Zapata;Texas;9279;1760;7519;81,03;1990
Zavala;Texas;12162;1287;10875;89,42;1990
Beaver;Utah;4765;4645;120;2,52;1990
Box Elder;Utah;36485;34875;1610;4,41;1990
Cache;Utah;70183;68403;1780;2,54;1990
Carbon;Utah;20228;17981;2247;11,11;1990
Daggett;Utah;690;675;15;2,17;1990
Davis;Utah;187941;180666;7275;3,87;1990
Duchesne;Utah;12645;12295;350;2,77;1990
Emery;Utah;10332;10113;219;2,12;1990
Garfield;Utah;3980;3945;35;0,88;1990
Grand;Utah;6620;6329;291;4,40;1990
Iron;Utah;20789;20407;382;1,84;1990
Juab;Utah;5817;5744;73;1,26;1990
Kane;Utah;5169;5068;101;1,95;1990
Millard;Utah;11333;10931;402;3,55;1990
Morgan;Utah;5528;5450;78;1,41;1990
Piute;Utah;1277;1262;15;1,18;1990
Rich;Utah;1725;1704;21;1,22;1990
Salt Lake;Utah;725956;682309;43647;6,01;1990
San Juan;Utah;12621;12181;440;3,49;1990
Sanpete;Utah;16259;15699;560;3,44;1990
Sevier;Utah;15431;15142;289;1,87;1990
Summit;Utah;15518;15192;326;2,10;1990
Tooele;Utah;26601;23641;2960;11,13;1990
Uintah;Utah;22211;21520;691;3,11;1990
Utah;Utah;263590;255102;8488;3,22;1990
Wasatch;Utah;10089;9836;253;2,51;1990
Washington;Utah;48560;47698;862;1,78;1990
Wayne;Utah;2177;2152;25;1,15;1990
Weber;Utah;158330;147288;11042;6,97;1990
Addison;Vermont;32953;32745;208;0,63;1990
Bennington;Vermont;35845;35625;220;0,61;1990
Caledonia;Vermont;27846;27756;90;0,32;1990
Chittenden;Vermont;131761;130582;1179;0,90;1990
Essex;Vermont;6405;6375;30;0,47;1990
Franklin;Vermont;39980;39844;136;0,34;1990
Grand Isle;Vermont;5318;5298;20;0,38;1990
Lamoille;Vermont;19735;19646;89;0,45;1990
Orange;Vermont;26149;26046;103;0,39;1990
Orleans;Vermont;24053;23961;92;0,38;1990
Rutland;Vermont;62142;61869;273;0,44;1990
Washington;Vermont;54928;54265;663;1,21;1990
Windham;Vermont;41588;41285;303;0,73;1990
Windsor;Vermont;54055;53800;255;0,47;1990
Accomack;Virginia;31703;31251;452;1,43;1990
Albemarle;Virginia;68040;67254;786;1,16;1990
Alleghany;Virginia;13176;13122;54;0,41;1990
Amelia;Virginia;8787;8742;45;0,51;1990
Amherst;Virginia;28578;28347;231;0,81;1990
Appomattox;Virginia;12298;12268;30;0,24;1990
Arlington;Virginia;170936;147847;23089;13,51;1990
Augusta;Virginia;54677;54438;239;0,44;1990
Bath;Virginia;4799;4776;23;0,48;1990
Bedford;Virginia;45656;45479;177;0,39;1990
Bland;Virginia;6514;6490;24;0,37;1990
Botetourt;Virginia;24992;24849;143;0,57;1990
Brunswick;Virginia;15987;15940;47;0,29;1990
Buchanan;Virginia;31333;31076;257;0,82;1990
Buckingham;Virginia;12873;12835;38;0,30;1990
Campbell;Virginia;47572;47356;216;0,45;1990
Caroline;Virginia;19217;19117;100;0,52;1990
Carroll;Virginia;26594;26443;151;0,57;1990
Charles City;Virginia;6282;6258;24;0,38;1990
Charlotte;Virginia;11688;11655;33;0,28;1990
Chesterfield;Virginia;209274;206763;2511;1,20;1990
Clarke;Virginia;12101;12019;82;0,68;1990
Craig;Virginia;4372;4367;5;0,11;1990
Culpeper;Virginia;27791;27599;192;0,69;1990
Cumberland;Virginia;7825;7780;45;0,58;1990
Dickenson;Virginia;17620;17562;58;0,33;1990
Dinwiddie;Virginia;20960;20838;122;0,58;1990
Essex;Virginia;8689;8659;30;0,35;1990
Fairfax;Virginia;818584;766710;51874;6,34;1990
Fauquier;Virginia;48741;48139;602;1,24;1990
Floyd;Virginia;12005;11946;59;0,49;1990
Fluvanna;Virginia;12429;12360;69;0,56;1990
Franklin;Virginia;39549;39412;137;0,35;1990
Frederick;Virginia;45723;45432;291;0,64;1990
Giles;Virginia;16366;16309;57;0,35;1990
Gloucester;Virginia;30131;29844;287;0,95;1990
Goochland;Virginia;14163;14130;33;0,23;1990
Grayson;Virginia;16278;16203;75;0,46;1990
Greene;Virginia;10297;10244;53;0,52;1990
Greensville;Virginia;8853;8789;64;0,72;1990
Halifax;Virginia;29033;28869;164;0,57;1990
Hanover;Virginia;63306;62985;321;0,51;1990
Henrico;Virginia;217881;215710;2171;1,00;1990
Henry;Virginia;56942;56689;253;0,44;1990
Highland;Virginia;2635;2630;5;0,19;1990
Isle of Wight;Virginia;25053;24881;172;0,69;1990
James City;Virginia;34859;34477;382;1,10;1990
King and Queen;Virginia;6289;6261;28;0,45;1990
King George;Virginia;13527;13371;156;1,15;1990
King William;Virginia;10913;10847;66;0,61;1990
Lancaster;Virginia;10896;10821;75;0,69;1990
Lee;Virginia;24496;24377;119;0,49;1990
Loudoun;Virginia;86129;83973;2156;2,50;1990
Louisa;Virginia;20325;20217;108;0,53;1990
Lunenburg;Virginia;11419;11336;83;0,73;1990
Madison;Virginia;11949;11914;35;0,29;1990
Mathews;Virginia;8348;8299;49;0,59;1990
Mecklenburg;Virginia;29241;29133;108;0,37;1990
Middlesex;Virginia;8653;8605;48;0,56;1990
Montgomery;Virginia;73913;73120;793;1,07;1990
Nelson;Virginia;12778;12660;118;0,92;1990
New Kent;Virginia;10445;10367;78;0,75;1990
Northampton;Virginia;13061;12805;256;1,96;1990
Northumberland;Virginia;10524;10473;51;0,49;1990
Nottoway;Virginia;14993;14910;83;0,55;1990
Orange;Virginia;21421;21279;142;0,66;1990
Page;Virginia;21690;21584;106;0,49;1990
Patrick;Virginia;17473;17350;123;0,70;1990
Pittsylvania;Virginia;55655;55416;239;0,43;1990
Powhatan;Virginia;15328;15269;59;0,39;1990
Prince Edward;Virginia;17320;17206;114;0,66;1990
Prince George;Virginia;27394;26334;1060;3,87;1990
Prince William;Virginia;215686;206024;9662;4,48;1990
Pulaski;Virginia;34496;34342;154;0,45;1990
Rappahannock;Virginia;6622;6555;67;1,01;1990
Richmond;Virginia;7273;7221;52;0,72;1990
Roanoke;Virginia;79332;78892;440;0,56;1990
Rockbridge;Virginia;18350;18294;56;0,31;1990
Rockingham;Virginia;57482;56936;546;0,95;1990
Russell;Virginia;28667;28591;76;0,27;1990
Scott;Virginia;23204;23130;74;0,32;1990
Shenandoah;Virginia;31636;31344;292;0,92;1990
Smyth;Virginia;32370;32266;104;0,32;1990
Southampton;Virginia;17550;17483;67;0,38;1990
Spotsylvania;Virginia;57403;56560;843;1,47;1990
Stafford;Virginia;61236;59984;1252;2,05;1990
Surry;Virginia;6145;6126;19;0,31;1990
Sussex;Virginia;10248;10225;23;0,22;1990
Tazewell;Virginia;45960;45826;134;0,29;1990
Warren;Virginia;26142;25894;248;0,95;1990
Washington;Virginia;45887;45749;138;0,30;1990
Westmoreland;Virginia;15480;15380;100;0,65;1990
Wise;Virginia;39573;39460;113;0,29;1990
Wythe;Virginia;25466;25406;60;0,24;1990
York;Virginia;42422;41699;723;1,70;1990
Alexandria city;Virginia;111183;100405;10778;9,69;1990
Bedford city;Virginia;6073;6020;53;0,87;1990
Bristol city;Virginia;18426;18362;64;0,35;1990
Buena Vista city;Virginia;6406;6394;12;0,19;1990
Charlottesville city;Virginia;40341;39865;476;1,18;1990
Chesapeake city;Virginia;151976;150063;1913;1,26;1990
Colonial Heights city;Virginia;16064;15903;161;1,00;1990
Covington city;Virginia;6991;6964;27;0,39;1990
Danville city;Virginia;53056;52780;276;0,52;1990
Emporia city;Virginia;5306;5247;59;1,11;1990
Fairfax city;Virginia;19622;18463;1159;5,91;1990
Falls Church city;Virginia;9578;8974;604;6,31;1990
Franklin city;Virginia;7864;7849;15;0,19;1990
Fredericksburg city;Virginia;19027;18564;463;2,43;1990
Galax city;Virginia;6670;6605;65;0,98;1990
Hampton city;Virginia;133793;131157;2636;1,97;1990
Harrisonburg city;Virginia;30707;30226;481;1,57;1990
Hopewell city;Virginia;23101;22684;417;1,81;1990
Lexington city;Virginia;6959;6897;62;0,89;1990
Lynchburg city;Virginia;66049;65573;476;0,72;1990
Manassas city;Virginia;27957;26356;1601;5,73;1990
Manassas Park city;Virginia;6734;6420;314;4,66;1990
Martinsville city;Virginia;16162;16103;59;0,37;1990
Newport News city;Virginia;170045;165335;4710;2,77;1990
Norfolk city;Virginia;261229;253618;7611;2,91;1990
Norton city;Virginia;4247;4216;31;0,73;1990
Petersburg city;Virginia;38386;37914;472;1,23;1990
Poquoson city;Virginia;11005;10909;96;0,87;1990
Portsmouth city;Virginia;103907;102543;1364;1,31;1990
Radford city;Virginia;15940;15765;175;1,10;1990
Richmond city;Virginia;203056;201158;1898;0,94;1990
Roanoke city;Virginia;96397;95732;665;0,69;1990
Salem city;Virginia;23756;23645;111;0,47;1990
Staunton city;Virginia;24461;24292;169;0,69;1990
Suffolk city;Virginia;52141;51822;319;0,61;1990
Virginia Beach city;Virginia;393069;380932;12137;3,09;1990
Waynesboro city;Virginia;18549;18399;150;0,81;1990
Williamsburg city;Virginia;11530;11379;151;1,31;1990
Winchester city;Virginia;21947;21728;219;1,00;1990
Adams;Washington;13603;9136;4467;32,84;1990
Asotin;Washington;17605;17327;278;1,58;1990
Benton;Washington;112560;103936;8624;7,66;1990
Chelan;Washington;52250;47464;4786;9,16;1990
Clallam;Washington;56464;55314;1150;2,04;1990
Clark;Washington;238053;232181;5872;2,47;1990
Columbia;Washington;4024;3561;463;11,51;1990
Cowlitz;Washington;82119;80447;1672;2,04;1990
Douglas;Washington;26205;23484;2721;10,38;1990
Ferry;Washington;6295;6210;85;1,35;1990
Franklin;Washington;37473;26157;11316;30,20;1990
Garfield;Washington;2248;2226;22;0,98;1990
Grant;Washington;54758;45331;9427;17,22;1990
Grays Harbor;Washington;64175;63002;1173;1,83;1990
Island;Washington;60195;58189;2006;3,33;1990
Jefferson;Washington;20146;19905;241;1,20;1990
King;Washington;1507319;1462982;44337;2,94;1990
Kitsap;Washington;189731;183562;6169;3,25;1990
Kittitas;Washington;26725;26041;684;2,56;1990
Klickitat;Washington;16616;15688;928;5,59;1990
Lewis;Washington;59358;57992;1366;2,30;1990
Lincoln;Washington;8864;8781;83;0,94;1990
Mason;Washington;38341;37458;883;2,30;1990
Okanogan;Washington;33350;30571;2779;8,33;1990
Pacific;Washington;18882;18449;433;2,29;1990
Pend Oreille;Washington;8915;8795;120;1,35;1990
Pierce;Washington;586203;565641;20562;3,51;1990
San Juan;Washington;10035;9914;121;1,21;1990
Skagit;Washington;79555;75220;4335;5,45;1990
Skamania;Washington;8289;8117;172;2,08;1990
Snohomish;Washington;465642;454986;10656;2,29;1990
Spokane;Washington;361364;354370;6994;1,94;1990
Stevens;Washington;30948;30465;483;1,56;1990
Thurston;Washington;161238;156365;4873;3,02;1990
Wahkiakum;Washington;3327;3256;71;2,13;1990
Walla Walla;Washington;48439;43736;4703;9,71;1990
Whatcom;Washington;127780;124062;3718;2,91;1990
Whitman;Washington;38775;38092;683;1,76;1990
Yakima;Washington;188823;143709;45114;23,89;1990
Barbour;West Virginia;15699;15610;89;0,57;1990
Berkeley;West Virginia;59253;58854;399;0,67;1990
Boone;West Virginia;25870;25822;48;0,19;1990
Braxton;West Virginia;12998;12961;37;0,29;1990
Brooke;West Virginia;26992;26907;85;0,32;1990
Cabell;West Virginia;96827;96385;442;0,46;1990
Calhoun;West Virginia;7885;7867;18;0,23;1990
Clay;West Virginia;9983;9969;14;0,14;1990
Doddridge;West Virginia;6994;6982;12;0,17;1990
Fayette;West Virginia;47952;47700;252;0,53;1990
Gilmer;West Virginia;7669;7645;24;0,31;1990
Grant;West Virginia;10428;10393;35;0,34;1990
Greenbrier;West Virginia;34693;34556;137;0,40;1990
Hampshire;West Virginia;16498;16405;93;0,56;1990
Hancock;West Virginia;35233;35034;199;0,57;1990
Hardy;West Virginia;10977;10922;55;0,50;1990
Harrison;West Virginia;69371;68554;817;1,18;1990
Jackson;West Virginia;25938;25873;65;0,25;1990
Jefferson;West Virginia;35926;35498;428;1,19;1990
Kanawha;West Virginia;207619;206722;897;0,43;1990
Lewis;West Virginia;17223;17156;67;0,39;1990
Lincoln;West Virginia;21382;21334;48;0,22;1990
Logan;West Virginia;43032;42751;281;0,65;1990
McDowell;West Virginia;35233;35051;182;0,52;1990
Marion;West Virginia;57249;56938;311;0,54;1990
Marshall;West Virginia;37356;37127;229;0,61;1990
Mason;West Virginia;25178;25125;53;0,21;1990
Mercer;West Virginia;64980;64711;269;0,41;1990
Mineral;West Virginia;26697;26596;101;0,38;1990
Mingo;West Virginia;33739;33615;124;0,37;1990
Monongalia;West Virginia;75509;74872;637;0,84;1990
Monroe;West Virginia;12406;12365;41;0,33;1990
Morgan;West Virginia;12128;12078;50;0,41;1990
Nicholas;West Virginia;26775;26718;57;0,21;1990
Ohio;West Virginia;50871;50725;146;0,29;1990
Pendleton;West Virginia;8054;8027;27;0,34;1990
Pleasants;West Virginia;7546;7537;9;0,12;1990
Pocahontas;West Virginia;9008;8977;31;0,34;1990
Preston;West Virginia;29037;28960;77;0,27;1990
Putnam;West Virginia;42835;42690;145;0,34;1990
Raleigh;West Virginia;76819;76499;320;0,42;1990
Randolph;West Virginia;27803;27659;144;0,52;1990
Ritchie;West Virginia;10233;10226;7;0,07;1990
Roane;West Virginia;15120;15083;37;0,25;1990
Summers;West Virginia;14204;13993;211;1,49;1990
Taylor;West Virginia;15144;15080;64;0,42;1990
Tucker;West Virginia;7728;7712;16;0,21;1990
Tyler;West Virginia;9796;9774;22;0,23;1990
Upshur;West Virginia;22867;22755;112;0,49;1990
Wayne;West Virginia;41636;41522;114;0,27;1990
Webster;West Virginia;10729;10700;29;0,27;1990
Wetzel;West Virginia;19258;19221;37;0,19;1990
Wirt;West Virginia;5192;5189;3;0,06;1990
Wood;West Virginia;86915;86661;254;0,29;1990
Wyoming;West Virginia;28990;28902;88;0,30;1990
Adams;Wisconsin;15682;15374;308;1,96;1990
Ashland;Wisconsin;16307;16201;106;0,65;1990
Barron;Wisconsin;40750;40586;164;0,40;1990
Bayfield;Wisconsin;14008;13958;50;0,36;1990
Brown;Wisconsin;194594;193069;1525;0,78;1990
Buffalo;Wisconsin;13584;13542;42;0,31;1990
Burnett;Wisconsin;13084;13041;43;0,33;1990
Calumet;Wisconsin;34291;34142;149;0,44;1990
Chippewa;Wisconsin;52360;52186;174;0,33;1990
Clark;Wisconsin;31647;31531;116;0,37;1990
Columbia;Wisconsin;45088;44730;358;0,79;1990
Crawford;Wisconsin;15940;15873;67;0,42;1990
Dane;Wisconsin;367085;361341;5744;1,57;1990
Dodge;Wisconsin;76559;75648;911;1,19;1990
Door;Wisconsin;25690;25537;153;0,60;1990
Douglas;Wisconsin;41758;41557;201;0,48;1990
Dunn;Wisconsin;35909;35721;188;0,52;1990
Eau Claire;Wisconsin;85183;84746;437;0,51;1990
Florence;Wisconsin;4590;4579;11;0,24;1990
Fond du Lac;Wisconsin;90083;89146;937;1,04;1990
Forest;Wisconsin;8776;8746;30;0,34;1990
Grant;Wisconsin;49264;49104;160;0,33;1990
Green;Wisconsin;30339;30220;119;0,39;1990
Green Lake;Wisconsin;18651;18459;192;1,03;1990
Iowa;Wisconsin;20150;20102;48;0,24;1990
Iron;Wisconsin;6153;6145;8;0,13;1990
Jackson;Wisconsin;16588;16443;145;0,87;1990
Jefferson;Wisconsin;67783;66623;1160;1,71;1990
Juneau;Wisconsin;21650;21498;152;0,70;1990
Kenosha;Wisconsin;128181;122601;5580;4,35;1990
Kewaunee;Wisconsin;18878;18824;54;0,29;1990
La Crosse;Wisconsin;97904;97264;640;0,65;1990
Lafayette;Wisconsin;16076;16039;37;0,23;1990
Langlade;Wisconsin;19505;19401;104;0,53;1990
Lincoln;Wisconsin;26993;26875;118;0,44;1990
Manitowoc;Wisconsin;80421;79839;582;0,72;1990
Marathon;Wisconsin;115400;114930;470;0,41;1990
Marinette;Wisconsin;40548;40392;156;0,39;1990
Marquette;Wisconsin;12321;12172;149;1,21;1990
Menominee;Wisconsin;3890;3835;55;1,41;1990
Milwaukee;Wisconsin;959275;914604;44671;4,66;1990
Monroe;Wisconsin;36633;36399;234;0,64;1990
Oconto;Wisconsin;30226;30119;107;0,35;1990
Oneida;Wisconsin;31679;31589;90;0,28;1990
Outagamie;Wisconsin;140510;139523;987;0,70;1990
Ozaukee;Wisconsin;72831;72314;517;0,71;1990
Pepin;Wisconsin;7107;7087;20;0,28;1990
Pierce;Wisconsin;32765;32569;196;0,60;1990
Polk;Wisconsin;34773;34642;131;0,38;1990
Portage;Wisconsin;61405;60833;572;0,93;1990
Price;Wisconsin;15600;15541;59;0,38;1990
Racine;Wisconsin;175034;166000;9034;5,16;1990
Richland;Wisconsin;17521;17462;59;0,34;1990
Rock;Wisconsin;139510;137756;1754;1,26;1990
Rusk;Wisconsin;15079;14994;85;0,56;1990
St. Croix;Wisconsin;50251;50059;192;0,38;1990
Sauk;Wisconsin;46975;46768;207;0,44;1990
Sawyer;Wisconsin;14181;14080;101;0,71;1990
Shawano;Wisconsin;37157;37028;129;0,35;1990
Sheboygan;Wisconsin;103877;102209;1668;1,61;1990
Taylor;Wisconsin;18901;18859;42;0,22;1990
Trempealeau;Wisconsin;25263;25210;53;0,21;1990
Vernon;Wisconsin;25617;25519;98;0,38;1990
Vilas;Wisconsin;17707;17646;61;0,34;1990
Walworth;Wisconsin;75000;72983;2017;2,69;1990
Washburn;Wisconsin;13772;13738;34;0,25;1990
Washington;Wisconsin;95328;94658;670;0,70;1990
Waukesha;Wisconsin;304715;299267;5448;1,79;1990
Waupaca;Wisconsin;46104;45698;406;0,88;1990
Waushara;Wisconsin;19385;19006;379;1,96;1990
Winnebago;Wisconsin;140320;139176;1144;0,82;1990
Wood;Wisconsin;73605;73219;386;0,52;1990
Albany;Wyoming;30797;28809;1988;6,46;1990
Big Horn;Wyoming;10525;9974;551;5,24;1990
Campbell;Wyoming;29370;28488;882;3,00;1990
Carbon;Wyoming;16659;14344;2315;13,90;1990
Converse;Wyoming;11128;10563;565;5,08;1990
Crook;Wyoming;5294;5268;26;0,49;1990
Fremont;Wyoming;33662;32326;1336;3,97;1990
Goshen;Wyoming;12373;11295;1078;8,71;1990
Hot Springs;Wyoming;4809;4742;67;1,39;1990
Johnson;Wyoming;6145;6067;78;1,27;1990
Laramie;Wyoming;73142;65832;7310;9,99;1990
Lincoln;Wyoming;12625;12373;252;2,00;1990
Natrona;Wyoming;61226;58974;2252;3,68;1990
Niobrara;Wyoming;2499;2463;36;1,44;1990
Park;Wyoming;23178;22353;825;3,56;1990
Platte;Wyoming;8145;7741;404;4,96;1990
Sheridan;Wyoming;23562;23118;444;1,88;1990
Sublette;Wyoming;4843;4786;57;1,18;1990
Sweetwater;Wyoming;38823;35353;3470;8,94;1990
Teton;Wyoming;11172;11014;158;1,41;1990
Uinta;Wyoming;18705;17932;773;4,13;1990
Washakie;Wyoming;8388;7587;801;9,55;1990
Weston;Wyoming;6518;6435;83;1,27;1990
Autauga;Alabama;43671;43061;610;1,40;2000
Baldwin;Alabama;140415;137949;2466;1,76;2000
Barbour;Alabama;29038;28560;478;1,65;2000
Bibb;Alabama;20826;20616;210;1,01;2000
Blount;Alabama;51024;48306;2718;5,33;2000
Bullock;Alabama;11714;11392;322;2,75;2000
Butler;Alabama;21399;21256;143;0,67;2000
Calhoun;Alabama;112249;110496;1753;1,56;2000
Chambers;Alabama;36583;36303;280;0,77;2000
Cherokee;Alabama;23988;23784;204;0,85;2000
Chilton;Alabama;39593;38441;1152;2,91;2000
Choctaw;Alabama;15922;15815;107;0,67;2000
Clarke;Alabama;27867;27687;180;0,65;2000
Clay;Alabama;14254;14001;253;1,78;2000
Cleburne;Alabama;14123;13925;198;1,40;2000
Coffee;Alabama;43615;42432;1183;2,71;2000
Colbert;Alabama;54984;54366;618;1,12;2000
Conecuh;Alabama;14089;13987;102;0,72;2000
Coosa;Alabama;12202;12044;158;1,30;2000
Covington;Alabama;37631;37339;292;0,78;2000
Crenshaw;Alabama;13665;13578;87;0,64;2000
Cullman;Alabama;77483;75795;1688;2,18;2000
Dale;Alabama;49129;47487;1642;3,34;2000
Dallas;Alabama;46365;46075;290;0,63;2000
DeKalb;Alabama;64452;60874;3578;5,55;2000
Elmore;Alabama;65874;65069;805;1,22;2000
Escambia;Alabama;38440;38061;379;0,99;2000
Etowah;Alabama;103459;101696;1763;1,70;2000
Fayette;Alabama;18495;18343;152;0,82;2000
Franklin;Alabama;31223;28907;2316;7,42;2000
Geneva;Alabama;25764;25311;453;1,76;2000
Greene;Alabama;9974;9916;58;0,58;2000
Hale;Alabama;17185;17028;157;0,91;2000
Henry;Alabama;16310;16061;249;1,53;2000
Houston;Alabama;88787;87665;1122;1,26;2000
Jackson;Alabama;53926;53316;610;1,13;2000
Jefferson;Alabama;662047;651763;10284;1,55;2000
Lamar;Alabama;15904;15697;207;1,30;2000
Lauderdale;Alabama;87966;87072;894;1,02;2000
Lawrence;Alabama;34803;34436;367;1,06;2000
Lee;Alabama;115092;113447;1645;1,43;2000
Limestone;Alabama;65676;63936;1740;2,65;2000
Lowndes;Alabama;13473;13388;85;0,63;2000
Macon;Alabama;24105;23932;173;0,72;2000
Madison;Alabama;276700;271474;5226;1,89;2000
Marengo;Alabama;22539;22320;219;0,97;2000
Marion;Alabama;31214;30854;360;1,15;2000
Marshall;Alabama;82231;77575;4656;5,66;2000
Mobile;Alabama;399843;394956;4887;1,22;2000
Monroe;Alabama;24324;24134;190;0,78;2000
Montgomery;Alabama;223510;220845;2665;1,19;2000
Morgan;Alabama;111064;107419;3645;3,28;2000
Perry;Alabama;11861;11759;102;0,86;2000
Pickens;Alabama;20949;20802;147;0,70;2000
Pike;Alabama;29605;29240;365;1,23;2000
Randolph;Alabama;22380;22108;272;1,22;2000
Russell;Alabama;49756;49012;744;1,50;2000
St. Clair;Alabama;64742;64056;686;1,06;2000
Shelby;Alabama;143293;140383;2910;2,03;2000
Sumter;Alabama;14798;14633;165;1,12;2000
Talladega;Alabama;80321;79509;812;1,01;2000
Tallapoosa;Alabama;41475;41233;242;0,58;2000
Tuscaloosa;Alabama;164875;162745;2130;1,29;2000
Walker;Alabama;70713;70106;607;0,86;2000
Washington;Alabama;18097;17937;160;0,88;2000
Wilcox;Alabama;13183;13086;97;0,74;2000
Winston;Alabama;24843;24471;372;1,50;2000
Aleutians East Borough;Alaska;2697;2358;339;12,57;2000
Aleutians West Census Area;Alaska;5465;4892;573;10,49;2000
Anchorage Municipality;Alaska;260283;245484;14799;5,69;2000
Bethel Census Area;Alaska;16006;15866;140;0,88;2000
Bristol Bay Borough;Alaska;1258;1251;7;0,56;2000
Dillingham Census Area;Alaska;4922;4811;111;2,26;2000
Fairbanks North Star Borough;Alaska;82840;79400;3440;4,15;2000
Haines Borough;Alaska;2392;2359;33;1,38;2000
Juneau City and Borough;Alaska;30711;29671;1040;3,39;2000
Kenai Peninsula Borough;Alaska;49691;48604;1087;2,19;2000
Ketchikan Gateway Borough;Alaska;14070;13698;372;2,64;2000
Kodiak Island Borough;Alaska;13913;13065;848;6,10;2000
Lake and Peninsula Borough;Alaska;1823;1802;21;1,15;2000
Matanuska-Susitna Borough;Alaska;59322;57837;1485;2,50;2000
Nome Census Area;Alaska;9196;9104;92;1,00;2000
North Slope Borough;Alaska;7385;7210;175;2,37;2000
Northwest Arctic Borough;Alaska;7208;7151;57;0,79;2000
Prince of Wales-Hyder Census Area;Alaska;6146;6039;107;1,74;2000
Sitka City and Borough;Alaska;8835;8545;290;3,28;2000
Southeast Fairbanks Census Area;Alaska;6174;6007;167;2,71;2000
Valdez-Cordova Census Area;Alaska;10195;9909;286;2,81;2000
Wade Hampton Census Area;Alaska;7028;7005;23;0,33;2000
Yukon-Koyukuk Census Area;Alaska;6551;6473;78;1,19;2000
Apache;Arizona;69423;66304;3119;4,49;2000
Cochise;Arizona;117755;81621;36134;30,69;2000
Coconino;Arizona;116320;103593;12727;10,94;2000
